
Model:  michaelScott.keras 


 Retesting 

Iterations:  5000  Gamma:  0.98  Epsilon:  1.0 
Epsilon Decay:  0.99  Learning Rate:  0.001  Batch Size:  16 

Living Factor:  1  Death Penalty:  -32  Jump Penalty:  0.5 

Input Shape:  (80, 150, 1) 


---------- Beginning Training ----------

Run # 114  Reward:  8.5  Progress: % 1.8868  Frame count:  10439 

Run # 115  Reward:  10.0  Progress: % 1.8868  Frame count:  10484 

Run # 116  Reward:  6.0  Progress: % 1.8868  Frame count:  10530 

Run # 117  Reward:  65.0  Progress: % 4.717  Frame count:  10640 

Run # 118  Reward:  11.5  Progress: % 1.8868  Frame count:  10689 

Run # 119  Reward:  39.0  Progress: % 3.7736  Frame count:  10769 

Run # 120  Reward:  34.0  Progress: % 3.7736  Frame count:  10843 

Run # 121  Reward:  9.0  Progress: % 1.8868  Frame count:  10890 

Run # 122  Reward:  8.5  Progress: % 1.8868  Frame count:  10934 

Run # 123  Reward:  10.0  Progress: % 1.8868  Frame count:  10979 

Run # 124  Reward:  9.0  Progress: % 1.8868  Frame count:  11024 

Run # 125  Reward:  39.0  Progress: % 2.8302  Frame count:  11100 

Run # 126  Reward:  6.5  Progress: % 1.8868  Frame count:  11146 

Run # 127  Reward:  9.5  Progress: % 1.8868  Frame count:  11191 

Run # 128  Reward:  9.0  Progress: % 1.8868  Frame count:  11237 

Run # 129  Reward:  35.5  Progress: % 2.8302  Frame count:  11313 

Run # 130  Reward:  9.0  Progress: % 1.8868  Frame count:  11358 

Run # 131  Reward:  8.5  Progress: % 1.8868  Frame count:  11402 

Run # 132  Reward:  10.0  Progress: % 1.8868  Frame count:  11448 

Run # 133  Reward:  10.0  Progress: % 1.8868  Frame count:  11495 

Run # 134  Reward:  35.0  Progress: % 3.7736  Frame count:  11572 

Run # 135  Reward:  32.0  Progress: % 2.8302  Frame count:  11645 

Run # 136  Reward:  6.5  Progress: % 1.8868  Frame count:  11688 

Run # 137  Reward:  10.0  Progress: % 1.8868  Frame count:  11735 

Run # 138  Reward:  7.0  Progress: % 1.8868  Frame count:  11780 

Run # 139  Reward:  9.0  Progress: % 1.8868  Frame count:  11826 

Run # 140  Reward:  69.5  Progress: % 4.717  Frame count:  11937 

Run # 141  Reward:  8.0  Progress: % 1.8868  Frame count:  11980 

Run # 142  Reward:  33.0  Progress: % 2.8302  Frame count:  12054 

Run # 143  Reward:  8.5  Progress: % 1.8868  Frame count:  12099 

Run # 144  Reward:  37.0  Progress: % 3.7736  Frame count:  12175 

Run # 145  Reward:  39.0  Progress: % 3.7736  Frame count:  12252 

Run # 146  Reward:  35.0  Progress: % 2.8302  Frame count:  12329 

Run # 147  Reward:  5.0  Progress: % 1.8868  Frame count:  12372 

Run # 148  Reward:  12.0  Progress: % 1.8868  Frame count:  12418 

Run # 149  Reward:  2.5  Progress: % 1.8868  Frame count:  12457 

Run # 150  Reward:  39.5  Progress: % 3.7736  Frame count:  12535 


Run: 101 - 150  Average Progress: 2.6761755102040814  Average Total Reward: 23.551020408163264 
Average Total Jumps: 14.612244897959183  Average Jumps Per Progress %: 5.0  Average Epsilon: 0.4658948658277394 
Average Number of Frames: 62.857142857142854  Average Run Time: 2.986086436680385 Average FPS: 21.050007824629745 

Run # 151  Reward:  9.0  Progress: % 1.8868  Frame count:  12577 

Run # 152  Reward:  37.5  Progress: % 3.7736  Frame count:  12653 

Run # 153  Reward:  9.0  Progress: % 1.8868  Frame count:  12697 

Run # 154  Reward:  8.0  Progress: % 1.8868  Frame count:  12740 

Run # 155  Reward:  10.0  Progress: % 1.8868  Frame count:  12785 

Run # 156  Reward:  37.5  Progress: % 3.7736  Frame count:  12861 

Run # 157  Reward:  8.5  Progress: % 1.8868  Frame count:  12905 

